enrollment_id,facility_id,enrollment_month,age_band,enrolled_count,subsidized_count,record_created
ENR000420,FAC0012,2025-05,Infant,8,4,2025-05-28
ENR000421,FAC0012,2025-06,Infant,5,4,2025-06-05
ENR000422,FAC0012,2025-06,Preschool,6,3,2025-06-14
ENR000423,FAC0012,2025-06,Kindergarten,8,3,2025-06-13
ENR000424,FAC0012,2025-07,Toddler,9,5,2025-07-12
ENR000425,FAC0012,2025-07,Kindergarten,7,2,2025-07-10
ENR000426,FAC0012,2025-07,School-Age,8,7,2025-07-09
ENR000427,FAC0012,2025-07,Preschool,5,3,2025-07-17
ENR000428,FAC0012,2025-08,Preschool,8,7,2025-08-13
ENR000429,FAC0012,2025-08,Kindergarten,14,12,2025-08-04
ENR000430,FAC0012,2025-09,Kindergarten,9,3,2025-09-14
ENR000431,FAC0012,2025-09,Preschool,6,4,2025-09-12
ENR000432,FAC0012,2025-09,School-Age,9,5,2025-09-20
ENR000433,FAC0012,2025-09,Infant,9,3,2025-09-16
ENR000434,FAC0012,2025-10,Kindergarten,12,9,2025-10-05
ENR000435,FAC0012,2025-10,Infant,10,9,2025-10-22
ENR000436,FAC0012,2025-11,Infant,13,8,2025-11-10
ENR000437,FAC0012,2025-11,School-Age,12,9,2025-11-23
ENR000438,FAC0012,2025-11,Preschool,8,5,2025-11-09
ENR000439,FAC0012,2025-12,Toddler,6,5,2025-12-06
ENR000440,FAC0012,2025-12,Preschool,8,4,2025-12-22
ENR000441,FAC0012,2025-12,Kindergarten,8,4,2025-12-19
ENR000442,FAC0012,2025-12,School-Age,4,2,2025-12-18
ENR000443,FAC0013,2025-01,School-Age,31,19,2025-01-28
ENR000444,FAC0013,2025-01,Kindergarten,7,5,2025-01-04
ENR000445,FAC0013,2025-02,School-Age,46,42,2025-02-23
ENR000446,FAC0013,2025-02,Preschool,22,12,2025-02-25
ENR000447,FAC0013,2025-03,Kindergarten,7,5,2025-03-08
ENR000448,FAC0013,2025-03,Toddler,15,6,2025-03-18
ENR000449,FAC0013,2025-03,Infant,37,20,2025-03-21
ENR000450,FAC0013,2025-04,Preschool,20,10,2025-04-03
ENR000451,FAC0013,2025-04,Infant,5,2,2025-04-20
ENR000452,FAC0013,2025-04,Toddler,28,26,2025-04-27
ENR000453,FAC0013,2025-04,Kindergarten,25,20,2025-04-18
ENR000454,FAC0013,2025-05,Preschool,19,12,2025-05-08
ENR000455,FAC0013,2025-05,Toddler,19,12,2025-05-06
ENR000456,FAC0013,2025-05,Infant,11,8,2025-05-09
ENR000457,FAC0013,2025-05,Kindergarten,17,8,2025-05-17
ENR000458,FAC0013,2025-06,Kindergarten,39,32,2025-06-21
ENR000459,FAC0013,2025-06,Infant,11,7,2025-06-17
ENR000460,FAC0013,2025-07,Infant,57,31,2025-07-24
ENR000461,FAC0013,2025-07,Kindergarten,46,25,2025-07-21
ENR000462,FAC0013,2025-08,Kindergarten,26,11,2025-08-10
ENR000463,FAC0013,2025-08,Toddler,37,34,2025-08-08
ENR000464,FAC0013,2025-08,Infant,18,7,2025-08-26
ENR000465,FAC0013,2025-09,Kindergarten,24,12,2025-09-15
ENR000466,FAC0013,2025-09,School-Age,8,5,2025-09-28
ENR000467,FAC0013,2025-09,Preschool,14,7,2025-09-12
ENR000468,FAC0013,2025-09,Infant,18,16,2025-09-05
ENR000469,FAC0013,2025-10,Toddler,4,1,2025-10-14
ENR000470,FAC0013,2025-10,Infant,37,23,2025-10-18
ENR000471,FAC0013,2025-11,Toddler,15,7,2025-11-21
ENR000472,FAC0013,2025-11,School-Age,28,16,2025-11-24
ENR000473,FAC0013,2025-11,Kindergarten,4,3,2025-11-27
ENR000474,FAC0013,2025-11,Preschool,12,5,2025-11-08
ENR000475,FAC0013,2025-12,Toddler,9,4,2025-12-01
ENR000476,FAC0013,2025-12,Infant,7,5,2025-12-17
ENR000477,FAC0013,2025-12,Preschool,18,16,2025-12-10
ENR000478,FAC0013,2025-12,Kindergarten,25,11,2025-12-11
ENR000479,FAC0014,2025-01,Toddler,11,7,2025-01-22
ENR000480,FAC0014,2025-01,Infant,4,2,2025-01-19
ENR000481,FAC0014,2025-01,Kindergarten,7,5,2025-01-03
ENR000482,FAC0014,2025-02,School-Age,7,4,2025-02-05
ENR000483,FAC0014,2025-02,Kindergarten,6,3,2025-02-05
ENR000484,FAC0014,2025-02,Preschool,5,4,2025-02-11
ENR000485,FAC0014,2025-02,Toddler,4,3,2025-02-21
ENR000486,FAC0014,2025-03,School-Age,6,3,2025-03-25
ENR000487,FAC0014,2025-03,Preschool,5,4,2025-03-18
ENR000488,FAC0014,2025-03,Infant,4,2,2025-03-03
ENR000489,FAC0014,2025-03,Kindergarten,4,3,2025-03-01
ENR000490,FAC0014,2025-04,Kindergarten,4,3,2025-04-02
ENR000491,FAC0014,2025-04,Toddler,6,5,2025-04-21
ENR000492,FAC0014,2025-04,School-Age,5,4,2025-04-28
ENR000493,FAC0014,2025-04,Preschool,4,2,2025-04-17
ENR000494,FAC0014,2025-05,Preschool,5,3,2025-05-17
ENR000495,FAC0014,2025-05,Kindergarten,4,3,2025-05-01
ENR000496,FAC0014,2025-05,Toddler,4,2,2025-05-09
ENR000497,FAC0014,2025-06,Kindergarten,11,6,2025-06-05
ENR000498,FAC0014,2025-06,Infant,10,5,2025-06-08
ENR000499,FAC0014,2025-06,Toddler,9,8,2025-06-16
ENR000500,FAC0014,2025-07,Kindergarten,5,4,2025-07-15
ENR000501,FAC0014,2025-07,Infant,12,11,2025-07-14
ENR000502,FAC0014,2025-08,Kindergarten,6,4,2025-08-02
ENR000503,FAC0014,2025-08,Toddler,10,6,2025-08-26
ENR000504,FAC0014,2025-08,Infant,8,3,2025-08-11
ENR000505,FAC0014,2025-09,School-Age,8,5,2025-09-26
ENR000506,FAC0014,2025-09,Kindergarten,7,4,2025-09-03
ENR000507,FAC0014,2025-10,Preschool,8,3,2025-10-25
ENR000508,FAC0014,2025-10,Infant,7,3,2025-10-23
ENR000509,FAC0014,2025-10,Kindergarten,5,3,2025-10-17
ENR000510,FAC0014,2025-10,Toddler,5,3,2025-10-14
ENR000511,FAC0014,2025-11,Toddler,11,5,2025-11-03
ENR000512,FAC0014,2025-11,Infant,5,3,2025-11-15
ENR000513,FAC0014,2025-11,Preschool,5,2,2025-11-16
ENR000514,FAC0014,2025-12,Toddler,4,2,2025-12-25
ENR000515,FAC0014,2025-12,Kindergarten,15,13,2025-12-17
ENR000516,FAC0015,2025-01,Preschool,9,4,2025-01-17
ENR000517,FAC0015,2025-01,Toddler,10,6,2025-01-12
ENR000518,FAC0015,2025-01,School-Age,4,2,2025-01-10
ENR000519,FAC0015,2025-02,Infant,4,2,2025-02-27
ENR000520,FAC0015,2025-02,Preschool,9,6,2025-02-14
ENR000521,FAC0015,2025-02,Kindergarten,8,4,2025-02-12
ENR000522,FAC0015,2025-02,School-Age,4,2,2025-02-04
ENR000523,FAC0015,2025-03,Infant,9,7,2025-03-17
ENR000524,FAC0015,2025-03,Preschool,10,8,2025-03-26
ENR000525,FAC0015,2025-03,Toddler,9,5,2025-03-16
ENR000526,FAC0015,2025-03,Kindergarten,4,2,2025-03-24
ENR000527,FAC0015,2025-04,Preschool,14,9,2025-04-10
ENR000528,FAC0015,2025-04,Kindergarten,4,2,2025-04-10
ENR000529,FAC0015,2025-04,Toddler,6,5,2025-04-28
ENR000530,FAC0015,2025-05,School-Age,5,4,2025-05-11
ENR000531,FAC0015,2025-05,Infant,9,6,2025-05-01
ENR000532,FAC0015,2025-05,Toddler,4,2,2025-05-06
ENR000533,FAC0015,2025-05,Kindergarten,9,5,2025-05-19
ENR000534,FAC0015,2025-06,Kindergarten,6,3,2025-06-17
ENR000535,FAC0015,2025-06,Toddler,6,5,2025-06-25
ENR000536,FAC0015,2025-06,Infant,10,6,2025-06-10
ENR000537,FAC0015,2025-07,School-Age,10,8,2025-07-11
ENR000538,FAC0015,2025-07,Infant,6,3,2025-07-25
ENR000539,FAC0015,2025-07,Preschool,4,3,2025-07-27
ENR000540,FAC0015,2025-07,Toddler,10,8,2025-07-25
ENR000541,FAC0015,2025-08,Kindergarten,6,5,2025-08-04
ENR000542,FAC0015,2025-08,School-Age,7,5,2025-08-20
ENR000543,FAC0015,2025-08,Preschool,10,8,2025-08-24
ENR000544,FAC0015,2025-08,Toddler,10,8,2025-08-02
ENR000545,FAC0015,2025-09,Toddler,5,3,2025-09-18
ENR000546,FAC0015,2025-09,Preschool,14,12,2025-09-03
ENR000547,FAC0015,2025-09,Kindergarten,7,4,2025-09-03
ENR000548,FAC0015,2025-10,Kindergarten,6,4,2025-10-15
ENR000549,FAC0015,2025-10,Preschool,8,4,2025-10-22
ENR000550,FAC0015,2025-11,Infant,5,3,2025-11-20
ENR000551,FAC0015,2025-11,School-Age,8,5,2025-11-28
ENR000552,FAC0015,2025-11,Toddler,6,5,2025-11-12
ENR000553,FAC0015,2025-11,Preschool,8,4,2025-11-05
ENR000554,FAC0015,2025-12,Preschool,4,3,2025-12-15
ENR000555,FAC0015,2025-12,School-Age,5,2,2025-12-05
ENR000556,FAC0015,2025-12,Kindergarten,8,4,2025-12-15
ENR000557,FAC0015,2025-12,Toddler,5,3,2025-12-27
ENR000558,FAC0016,2025-01,Toddler,45,36,2025-01-12
ENR000559,FAC0016,2025-01,Kindergarten,41,16,2025-01-19
ENR000560,FAC0016,2025-01,Infant,37,25,2025-01-21
ENR000561,FAC0016,2025-02,Preschool,31,26,2025-02-02
ENR000562,FAC0016,2025-02,Kindergarten,34,28,2025-02-11
ENR000563,FAC0016,2025-03,School-Age,12,5,2025-03-26
ENR000564,FAC0016,2025-03,Kindergarten,35,31,2025-03-13
ENR000565,FAC0016,2025-03,Infant,11,8,2025-03-21
ENR000566,FAC0016,2025-04,Toddler,14,12,2025-04-28
ENR000567,FAC0016,2025-04,School-Age,47,36,2025-04-28
ENR000568,FAC0016,2025-05,Infant,18,7,2025-05-17
ENR000569,FAC0016,2025-05,School-Age,21,14,2025-05-28
ENR000570,FAC0016,2025-06,Preschool,21,8,2025-06-04
ENR000571,FAC0016,2025-06,Toddler,33,28,2025-06-25
ENR000572,FAC0016,2025-06,Kindergarten,18,16,2025-06-09
ENR000573,FAC0016,2025-07,Kindergarten,14,8,2025-07-11
ENR000574,FAC0016,2025-07,School-Age,42,31,2025-07-23
ENR000575,FAC0016,2025-07,Toddler,21,11,2025-07-07
ENR000576,FAC0016,2025-08,Kindergarten,37,15,2025-08-14
ENR000577,FAC0016,2025-08,School-Age,51,20,2025-08-17
ENR000578,FAC0016,2025-09,Infant,7,6,2025-09-27
ENR000579,FAC0016,2025-09,Kindergarten,16,11,2025-09-04
ENR000580,FAC0016,2025-09,Toddler,26,16,2025-09-23
ENR000581,FAC0016,2025-09,School-Age,33,19,2025-09-20
ENR000582,FAC0016,2025-10,Kindergarten,4,3,2025-10-23
ENR000583,FAC0016,2025-10,Toddler,51,21,2025-10-19
ENR000584,FAC0016,2025-11,Toddler,56,34,2025-11-08
ENR000585,FAC0016,2025-11,Infant,32,30,2025-11-21
ENR000586,FAC0016,2025-12,Toddler,16,13,2025-12-05
ENR000587,FAC0016,2025-12,School-Age,26,14,2025-12-23
ENR000588,FAC0016,2025-12,Kindergarten,47,22,2025-12-25
ENR000589,FAC0017,2025-01,School-Age,11,5,2025-01-10
ENR000590,FAC0017,2025-01,Preschool,34,19,2025-01-16
ENR000591,FAC0017,2025-01,Toddler,39,19,2025-01-27
ENR000592,FAC0017,2025-02,Infant,11,4,2025-02-13
ENR000593,FAC0017,2025-02,Kindergarten,17,13,2025-02-26
ENR000594,FAC0017,2025-02,School-Age,8,7,2025-02-21
ENR000595,FAC0017,2025-03,School-Age,26,13,2025-03-25
ENR000596,FAC0017,2025-03,Toddler,4,2,2025-03-01
ENR000597,FAC0017,2025-04,Kindergarten,64,38,2025-04-16
ENR000598,FAC0017,2025-04,Toddler,21,15,2025-04-16
ENR000599,FAC0017,2025-05,School-Age,7,4,2025-05-05
ENR000600,FAC0017,2025-05,Infant,38,16,2025-05-10
ENR000601,FAC0017,2025-06,Preschool,50,43,2025-06-10
ENR000602,FAC0017,2025-06,Kindergarten,37,30,2025-06-22
ENR000603,FAC0017,2025-07,Preschool,8,5,2025-07-07
ENR000604,FAC0017,2025-07,Toddler,32,15,2025-07-19
ENR000605,FAC0017,2025-07,Kindergarten,16,12,2025-07-19
ENR000606,FAC0017,2025-07,Infant,18,7,2025-07-25
ENR000607,FAC0017,2025-08,Toddler,48,32,2025-08-13
ENR000608,FAC0017,2025-08,Kindergarten,4,3,2025-08-09
ENR000609,FAC0017,2025-08,Infant,41,27,2025-08-01
ENR000610,FAC0017,2025-09,Kindergarten,34,16,2025-09-12
ENR000611,FAC0017,2025-09,Preschool,36,23,2025-09-17
ENR000612,FAC0017,2025-10,Toddler,35,25,2025-10-24
ENR000613,FAC0017,2025-10,Infant,11,9,2025-10-08
ENR000614,FAC0017,2025-10,Kindergarten,41,27,2025-10-21
ENR000615,FAC0017,2025-11,Kindergarten,46,40,2025-11-07
ENR000616,FAC0017,2025-11,School-Age,11,7,2025-11-08
ENR000617,FAC0017,2025-11,Preschool,17,7,2025-11-05
ENR000618,FAC0017,2025-12,Infant,4,2,2025-12-01
ENR000619,FAC0017,2025-12,School-Age,13,5,2025-12-06
ENR000620,FAC0017,2025-12,Toddler,19,15,2025-12-11
ENR000621,FAC0018,2025-01,Preschool,12,9,2025-01-15
ENR000622,FAC0018,2025-01,Infant,11,9,2025-01-07
ENR000623,FAC0018,2025-01,School-Age,10,6,2025-01-04
ENR000624,FAC0018,2025-01,Toddler,6,3,2025-01-09
ENR000625,FAC0018,2025-02,School-Age,11,6,2025-02-17
ENR000626,FAC0018,2025-02,Preschool,11,10,2025-02-21
ENR000627,FAC0018,2025-02,Toddler,8,3,2025-02-08
ENR000628,FAC0018,2025-03,Toddler,5,3,2025-03-15
ENR000629,FAC0018,2025-03,Preschool,4,3,2025-03-10
ENR000630,FAC0018,2025-03,Infant,4,3,2025-03-16
ENR000631,FAC0018,2025-03,School-Age,4,1,2025-03-14
ENR000632,FAC0018,2025-04,Infant,9,7,2025-04-23
ENR000633,FAC0018,2025-04,Kindergarten,8,6,2025-04-09
ENR000634,FAC0018,2025-04,School-Age,5,3,2025-04-18
ENR000635,FAC0018,2025-05,Preschool,22,13,2025-05-11
ENR000636,FAC0018,2025-05,Infant,11,7,2025-05-26
ENR000637,FAC0018,2025-06,Kindergarten,11,4,2025-06-02
ENR000638,FAC0018,2025-06,Infant,17,9,2025-06-10
ENR000639,FAC0018,2025-06,Preschool,15,9,2025-06-05
ENR000640,FAC0018,2025-07,Kindergarten,28,17,2025-07-14
ENR000641,FAC0018,2025-07,Infant,4,3,2025-07-15
ENR000642,FAC0018,2025-08,Kindergarten,18,10,2025-08-02
ENR000643,FAC0018,2025-08,Infant,10,4,2025-08-22
ENR000644,FAC0018,2025-08,Toddler,10,6,2025-08-03
ENR000645,FAC0018,2025-09,Kindergarten,6,3,2025-09-17
ENR000646,FAC0018,2025-09,Preschool,7,4,2025-09-08
ENR000647,FAC0018,2025-09,Infant,15,7,2025-09-06
ENR000648,FAC0018,2025-10,Preschool,9,5,2025-10-27
ENR000649,FAC0018,2025-10,Kindergarten,24,17,2025-10-08
ENR000650,FAC0018,2025-11,Infant,11,6,2025-11-18
ENR000651,FAC0018,2025-11,Toddler,7,3,2025-11-20
ENR000652,FAC0018,2025-12,Kindergarten,5,4,2025-12-13
ENR000653,FAC0018,2025-12,Infant,9,3,2025-12-21
ENR000654,FAC0018,2025-12,Toddler,7,3,2025-12-08
ENR000655,FAC0018,2025-12,School-Age,9,7,2025-12-09
ENR000656,FAC0019,2025-01,Kindergarten,6,2,2025-01-01
ENR000657,FAC0019,2025-01,Toddler,18,11,2025-01-25
ENR000658,FAC0019,2025-01,Preschool,5,2,2025-01-22
ENR000659,FAC0019,2025-02,Infant,7,3,2025-02-18
ENR000660,FAC0019,2025-02,Toddler,11,9,2025-02-20
ENR000661,FAC0019,2025-02,Preschool,8,3,2025-02-06
ENR000662,FAC0019,2025-02,School-Age,7,3,2025-02-28
ENR000663,FAC0019,2025-03,School-Age,14,7,2025-03-20
ENR000664,FAC0019,2025-03,Preschool,13,10,2025-03-20
ENR000665,FAC0019,2025-03,Infant,13,10,2025-03-20
ENR000666,FAC0019,2025-04,Preschool,16,14,2025-04-23
ENR000667,FAC0019,2025-04,Toddler,5,2,2025-04-26
ENR000668,FAC0019,2025-05,School-Age,7,3,2025-05-15
ENR000669,FAC0019,2025-05,Kindergarten,6,3,2025-05-09
ENR000670,FAC0019,2025-05,Toddler,4,3,2025-05-25
ENR000671,FAC0019,2025-05,Preschool,8,6,2025-05-11
ENR000672,FAC0019,2025-06,Preschool,19,11,2025-06-10
ENR000673,FAC0019,2025-06,Kindergarten,27,18,2025-06-21
ENR000674,FAC0019,2025-07,Kindergarten,5,4,2025-07-09
ENR000675,FAC0019,2025-07,Toddler,12,7,2025-07-27
ENR000676,FAC0019,2025-07,School-Age,4,2,2025-07-11
ENR000677,FAC0019,2025-08,School-Age,11,8,2025-08-09
ENR000678,FAC0019,2025-08,Kindergarten,4,2,2025-08-23
ENR000679,FAC0019,2025-08,Infant,8,6,2025-08-04
ENR000680,FAC0019,2025-08,Preschool,4,2,2025-08-03
ENR000681,FAC0019,2025-09,Preschool,15,8,2025-09-12
ENR000682,FAC0019,2025-09,Toddler,13,7,2025-09-08
ENR000683,FAC0019,2025-09,Kindergarten,13,7,2025-09-10
ENR000684,FAC0019,2025-10,Kindergarten,24,11,2025-10-25
ENR000685,FAC0019,2025-10,Infant,13,6,2025-10-15
ENR000686,FAC0019,2025-11,School-Age,13,10,2025-11-02
ENR000687,FAC0019,2025-11,Toddler,9,3,2025-11-02
ENR000688,FAC0019,2025-11,Preschool,7,3,2025-11-02
ENR000689,FAC0019,2025-11,Infant,8,3,2025-11-23
ENR000690,FAC0019,2025-12,Kindergarten,23,19,2025-12-22
ENR000691,FAC0019,2025-12,School-Age,6,5,2025-12-18
ENR000692,FAC0020,2025-01,Toddler,27,24,2025-01-05
ENR000693,FAC0020,2025-01,School-Age,12,10,2025-01-04
ENR000694,FAC0020,2025-01,Preschool,10,7,2025-01-19
ENR000695,FAC0020,2025-02,Infant,18,8,2025-02-24
ENR000696,FAC0020,2025-02,School-Age,13,11,2025-02-02
ENR000697,FAC0020,2025-02,Toddler,12,6,2025-02-26
ENR000698,FAC0020,2025-02,Preschool,8,4,2025-02-08
ENR000699,FAC0020,2025-03,School-Age,9,3,2025-03-15
ENR000700,FAC0020,2025-03,Kindergarten,9,5,2025-03-01
ENR000701,FAC0020,2025-03,Infant,18,9,2025-03-23
ENR000702,FAC0020,2025-04,Toddler,17,13,2025-04-01
ENR000703,FAC0020,2025-04,Infant,10,7,2025-04-26
ENR000704,FAC0020,2025-04,Kindergarten,20,17,2025-04-23
ENR000705,FAC0020,2025-05,School-Age,27,25,2025-05-21
ENR000706,FAC0020,2025-05,Toddler,39,35,2025-05-21
ENR000707,FAC0020,2025-06,Infant,14,5,2025-06-07
ENR000708,FAC0020,2025-06,Kindergarten,15,8,2025-06-17
ENR000709,FAC0020,2025-06,Toddler,19,8,2025-06-07
ENR000710,FAC0020,2025-06,School-Age,17,12,2025-06-15
ENR000711,FAC0020,2025-07,Toddler,19,8,2025-07-21
ENR000712,FAC0020,2025-07,Infant,8,6,2025-07-04
ENR000713,FAC0020,2025-07,Kindergarten,16,8,2025-07-01
ENR000714,FAC0020,2025-07,Preschool,10,4,2025-07-22
ENR000715,FAC0020,2025-08,Kindergarten,14,5,2025-08-25
ENR000716,FAC0020,2025-08,Toddler,10,4,2025-08-05
ENR000717,FAC0020,2025-08,Preschool,27,21,2025-08-05
ENR000718,FAC0020,2025-09,Toddler,5,4,2025-09-15
ENR000719,FAC0020,2025-09,Preschool,15,13,2025-09-19
ENR000720,FAC0020,2025-09,School-Age,16,11,2025-09-19
ENR000721,FAC0020,2025-09,Infant,20,10,2025-09-16
ENR000722,FAC0020,2025-10,Preschool,17,12,2025-10-07
ENR000723,FAC0020,2025-10,Toddler,4,2,2025-10-27
ENR000724,FAC0020,2025-10,Kindergarten,4,3,2025-10-27
ENR000725,FAC0020,2025-10,Infant,9,4,2025-10-23
ENR000726,FAC0020,2025-11,School-Age,7,3,2025-11-11
ENR000727,FAC0020,2025-11,Kindergarten,11,8,2025-11-25
ENR000728,FAC0020,2025-11,Toddler,10,6,2025-11-17
ENR000729,FAC0020,2025-11,Infant,19,15,2025-11-08
ENR000730,FAC0020,2025-12,Preschool,4,2,2025-12-02
ENR000731,FAC0020,2025-12,Infant,5,4,2025-12-14
ENR000732,FAC0020,2025-12,Kindergarten,13,11,2025-12-02
ENR000733,FAC0020,2025-12,School-Age,6,3,2025-12-19
ENR000734,FAC0021,2025-01,Toddler,7,4,2025-01-05
ENR000735,FAC0021,2025-01,Infant,22,12,2025-01-08
ENR000736,FAC0021,2025-01,School-Age,4,3,2025-01-26
ENR000737,FAC0021,2025-01,Preschool,26,22,2025-01-23
ENR000738,FAC0021,2025-02,Preschool,8,3,2025-02-28
ENR000739,FAC0021,2025-02,Kindergarten,26,16,2025-02-02
ENR000740,FAC0021,2025-02,School-Age,20,16,2025-02-02
ENR000741,FAC0021,2025-03,School-Age,17,10,2025-03-18
ENR000742,FAC0021,2025-03,Infant,7,3,2025-03-08
ENR000743,FAC0021,2025-03,Kindergarten,18,14,2025-03-19
ENR000744,FAC0021,2025-03,Toddler,5,4,2025-03-20
ENR000745,FAC0021,2025-04,School-Age,12,8,2025-04-27
ENR000746,FAC0021,2025-04,Preschool,55,28,2025-04-14
ENR000747,FAC0021,2025-05,Infant,7,5,2025-05-11
ENR000748,FAC0021,2025-05,Toddler,28,22,2025-05-03
ENR000749,FAC0021,2025-05,Kindergarten,23,20,2025-05-18
ENR000750,FAC0021,2025-05,Preschool,12,8,2025-05-05
ENR000751,FAC0021,2025-06,Kindergarten,54,28,2025-06-20
ENR000752,FAC0021,2025-06,Toddler,50,33,2025-06-08
ENR000753,FAC0021,2025-07,Preschool,7,4,2025-07-17
ENR000754,FAC0021,2025-07,Toddler,55,24,2025-07-28
ENR000755,FAC0021,2025-08,Toddler,27,19,2025-08-08
ENR000756,FAC0021,2025-08,Preschool,40,16,2025-08-12
ENR000757,FAC0021,2025-09,Infant,16,14,2025-09-10
ENR000758,FAC0021,2025-09,Preschool,38,21,2025-09-06
ENR000759,FAC0021,2025-09,Toddler,17,13,2025-09-06
ENR000760,FAC0021,2025-10,Preschool,5,3,2025-10-03
ENR000761,FAC0021,2025-10,School-Age,19,14,2025-10-03
ENR000762,FAC0021,2025-10,Infant,17,7,2025-10-13
ENR000763,FAC0021,2025-10,Toddler,21,11,2025-10-05
ENR000764,FAC0021,2025-11,Toddler,19,16,2025-11-12
ENR000765,FAC0021,2025-11,Preschool,21,10,2025-11-17
ENR000766,FAC0021,2025-11,Kindergarten,4,2,2025-11-07
ENR000767,FAC0021,2025-12,Preschool,21,9,2025-12-21
ENR000768,FAC0021,2025-12,Kindergarten,21,18,2025-12-02
ENR000769,FAC0021,2025-12,Infant,38,34,2025-12-18
ENR000770,FAC0022,2025-01,School-Age,35,20,2025-01-25
ENR000771,FAC0022,2025-01,Preschool,32,25,2025-01-25
ENR000772,FAC0022,2025-01,Toddler,42,18,2025-01-17
ENR000773,FAC0022,2025-01,Infant,38,23,2025-01-20
ENR000774,FAC0022,2025-02,Preschool,39,26,2025-02-03
ENR000775,FAC0022,2025-02,School-Age,39,31,2025-02-22
ENR000776,FAC0022,2025-02,Kindergarten,38,28,2025-02-08
ENR000777,FAC0022,2025-03,Preschool,39,16,2025-03-07
ENR000778,FAC0022,2025-03,Kindergarten,39,28,2025-03-19
ENR000779,FAC0022,2025-04,Toddler,35,24,2025-04-15
ENR000780,FAC0022,2025-04,Infant,36,33,2025-04-09
ENR000781,FAC0022,2025-04,School-Age,33,19,2025-04-20
ENR000782,FAC0022,2025-05,School-Age,34,14,2025-05-21
ENR000783,FAC0022,2025-05,Kindergarten,43,19,2025-05-22
ENR000784,FAC0022,2025-05,Toddler,43,18,2025-05-14
ENR000785,FAC0022,2025-06,Toddler,30,21,2025-06-20
ENR000786,FAC0022,2025-06,School-Age,29,21,2025-06-19
ENR000787,FAC0022,2025-06,Preschool,29,21,2025-06-25
ENR000788,FAC0022,2025-06,Kindergarten,33,15,2025-06-12
ENR000789,FAC0022,2025-07,Preschool,40,24,2025-07-25
ENR000790,FAC0022,2025-07,Infant,38,29,2025-07-28
ENR000791,FAC0022,2025-08,Infant,28,18,2025-08-27
ENR000792,FAC0022,2025-08,Preschool,43,17,2025-08-23
ENR000793,FAC0022,2025-08,Kindergarten,25,21,2025-08-21
ENR000794,FAC0022,2025-08,School-Age,28,23,2025-08-26
ENR000795,FAC0022,2025-09,Infant,28,19,2025-09-26
ENR000796,FAC0022,2025-09,Preschool,42,23,2025-09-18
ENR000797,FAC0022,2025-09,School-Age,45,20,2025-09-20
ENR000798,FAC0022,2025-09,Toddler,25,22,2025-09-28
ENR000799,FAC0022,2025-10,Kindergarten,28,12,2025-10-25
ENR000800,FAC0022,2025-10,Preschool,34,27,2025-10-06
ENR000801,FAC0022,2025-11,Toddler,27,10,2025-11-12
ENR000802,FAC0022,2025-11,Preschool,29,16,2025-11-19
ENR000803,FAC0022,2025-11,Infant,26,20,2025-11-20
ENR000804,FAC0022,2025-12,Preschool,37,19,2025-12-08
ENR000805,FAC0022,2025-12,Kindergarten,37,32,2025-12-12
ENR000806,FAC0022,2025-12,Toddler,34,27,2025-12-05
ENR000807,FAC0023,2025-01,School-Age,10,6,2025-01-01
ENR000808,FAC0023,2025-01,Infant,13,10,2025-01-09
ENR000809,FAC0023,2025-01,Kindergarten,16,10,2025-01-23
ENR000810,FAC0023,2025-01,Preschool,12,10,2025-01-17
ENR000811,FAC0023,2025-02,Toddler,33,18,2025-02-08
ENR000812,FAC0023,2025-02,Kindergarten,10,7,2025-02-20
ENR000813,FAC0023,2025-02,Infant,4,1,2025-02-14
ENR000814,FAC0023,2025-03,Kindergarten,56,50,2025-03-19
ENR000815,FAC0023,2025-03,School-Age,61,54,2025-03-22
ENR000816,FAC0023,2025-04,School-Age,20,17,2025-04-07
ENR000817,FAC0023,2025-04,Infant,30,25,2025-04-21
ENR000818,FAC0023,2025-04,Kindergarten,16,11,2025-04-06
ENR000819,FAC0023,2025-05,School-Age,5,2,2025-05-15
ENR000820,FAC0023,2025-05,Kindergarten,20,16,2025-05-01
ENR000821,FAC0023,2025-05,Preschool,13,8,2025-05-15
ENR000822,FAC0023,2025-05,Toddler,30,12,2025-05-10
ENR000823,FAC0023,2025-06,Kindergarten,27,25,2025-06-21
ENR000824,FAC0023,2025-06,School-Age,25,20,2025-06-07
ENR000825,FAC0023,2025-06,Preschool,45,39,2025-06-18
ENR000826,FAC0023,2025-07,Preschool,34,20,2025-07-01
ENR000827,FAC0023,2025-07,Kindergarten,36,18,2025-07-16
ENR000828,FAC0023,2025-07,School-Age,19,17,2025-07-11
ENR000829,FAC0023,2025-08,Toddler,17,8,2025-08-24
ENR000830,FAC0023,2025-08,Preschool,6,4,2025-08-07
ENR000831,FAC0023,2025-08,Infant,14,12,2025-08-13
ENR000832,FAC0023,2025-09,Infant,18,16,2025-09-18
ENR000833,FAC0023,2025-09,Preschool,11,9,2025-09-06
ENR000834,FAC0023,2025-09,School-Age,16,13,2025-09-08
ENR000835,FAC0023,2025-09,Kindergarten,4,3,2025-09-15
ENR000836,FAC0023,2025-10,School-Age,20,16,2025-10-19
ENR000837,FAC0023,2025-10,Kindergarten,23,16,2025-10-06
ENR000838,FAC0023,2025-10,Preschool,8,6,2025-10-09
