claim_id,facility_id,claim_month,claimed_children,claim_amount,submitted_date,claim_status
CLM000398,FAC0035,2025-02,25,20900.00,2025-02-27,Approved
CLM000399,FAC0035,2025-03,13,8100.00,2025-03-28,Approved
CLM000400,FAC0035,2025-04,30,16600.00,2025-04-27,Approved
CLM000401,FAC0035,2025-05,26,17200.00,2025-05-25,Approved
CLM000402,FAC0035,2025-06,28,15400.00,2025-06-28,Approved
CLM000403,FAC0035,2025-07,24,16200.00,2025-07-25,Approved
CLM000404,FAC0035,2025-08,42,31800.00,2025-08-28,Approved
CLM000405,FAC0035,2025-09,33,25300.00,2025-09-26,Approved
CLM000406,FAC0035,2025-10,10,8400.00,2025-10-25,Approved
CLM000407,FAC0035,2025-11,33,23900.00,2025-11-25,Approved
CLM000408,FAC0035,2025-12,43,25500.00,2025-12-25,Approved
CLM000409,FAC0036,2025-01,13,5500.00,2025-01-21,Approved
CLM000410,FAC0036,2025-02,10,8000.00,2025-02-26,Rejected
CLM000411,FAC0036,2025-03,18,12600.00,2025-03-27,Pending
CLM000412,FAC0036,2025-04,10,6200.00,2025-04-20,Approved
CLM000413,FAC0036,2025-05,15,6900.00,2025-05-23,Approved
CLM000414,FAC0036,2025-06,13,8700.00,2025-06-24,Approved
CLM000415,FAC0036,2025-07,17,12300.00,2025-07-28,Approved
CLM000416,FAC0036,2025-08,12,9000.00,2025-08-22,Approved
CLM000417,FAC0036,2025-09,13,10900.00,2025-09-23,Approved
CLM000418,FAC0036,2025-10,18,17400.00,2025-10-25,Approved
CLM000419,FAC0036,2025-11,15,8100.00,2025-11-21,Approved
CLM000420,FAC0036,2025-12,18,12000.00,2025-12-23,Approved
CLM000421,FAC0037,2025-01,47,38900.00,2025-01-24,Approved
CLM000422,FAC0037,2025-02,42,25000.00,2025-02-24,Approved
CLM000423,FAC0037,2025-03,63,40100.00,2025-03-27,Approved
CLM000424,FAC0037,2025-04,20,14800.00,2025-04-20,Approved
CLM000425,FAC0037,2025-05,35,24300.00,2025-05-23,Approved
CLM000426,FAC0037,2025-06,43,31100.00,2025-06-28,Approved
CLM000427,FAC0037,2025-07,30,16200.00,2025-07-27,Approved
CLM000428,FAC0037,2025-08,64,39400.00,2025-08-23,Approved
CLM000429,FAC0037,2025-09,35,23100.00,2025-09-24,Approved
CLM000430,FAC0037,2025-10,51,27700.00,2025-10-24,Rejected
CLM000431,FAC0037,2025-11,60,23400.00,2025-11-28,Approved
CLM000432,FAC0037,2025-12,44,25000.00,2025-12-27,Approved
CLM000433,FAC0038,2025-01,32,27400.00,2025-01-27,Pending
CLM000434,FAC0038,2025-02,29,14700.00,2025-02-25,Approved
CLM000435,FAC0038,2025-03,41,34300.00,2025-03-20,Approved
CLM000436,FAC0038,2025-04,51,39100.00,2025-04-20,Approved
CLM000437,FAC0038,2025-05,37,27500.00,2025-05-27,Approved
CLM000438,FAC0038,2025-06,35,18700.00,2025-06-22,Approved
CLM000439,FAC0038,2025-07,51,20300.00,2025-07-23,Approved
CLM000440,FAC0038,2025-08,30,18200.00,2025-08-22,Approved
CLM000441,FAC0038,2025-09,37,24700.00,2025-09-28,Approved
CLM000442,FAC0038,2025-10,32,14800.00,2025-10-22,Approved
CLM000443,FAC0038,2025-11,47,26700.00,2025-11-23,Approved
CLM000444,FAC0038,2025-12,28,17800.00,2025-12-22,Approved
CLM000445,FAC0039,2025-01,48,18200.00,2025-01-25,Approved
CLM000446,FAC0039,2025-02,47,33300.00,2025-02-28,Approved
CLM000447,FAC0039,2025-03,52,48400.00,2025-03-20,Approved
CLM000448,FAC0039,2025-04,90,54000.00,2025-04-27,Approved
CLM000449,FAC0039,2025-05,47,18900.00,2025-05-26,Approved
CLM000450,FAC0039,2025-06,63,39500.00,2025-06-26,Approved
CLM000451,FAC0039,2025-07,56,31800.00,2025-07-24,Approved
CLM000452,FAC0039,2025-08,71,62100.00,2025-08-20,Approved
CLM000453,FAC0039,2025-09,51,28900.00,2025-09-21,Approved
CLM000454,FAC0039,2025-10,50,24200.00,2025-10-24,Approved
CLM000455,FAC0039,2025-11,34,17400.00,2025-11-22,Approved
CLM000456,FAC0039,2025-12,100,64800.00,2025-12-23,Approved
CLM000457,FAC0040,2025-01,31,20700.00,2025-01-21,Approved
CLM000458,FAC0040,2025-02,15,11100.00,2025-02-26,Approved
CLM000459,FAC0040,2025-03,39,25100.00,2025-03-21,Approved
CLM000460,FAC0040,2025-04,20,14400.00,2025-04-20,Approved
CLM000461,FAC0040,2025-05,22,19800.00,2025-05-22,Approved
CLM000462,FAC0040,2025-06,47,42100.00,2025-06-20,Approved
CLM000463,FAC0040,2025-07,13,7700.00,2025-07-25,Approved
CLM000464,FAC0040,2025-08,24,19200.00,2025-08-28,Approved
CLM000465,FAC0040,2025-09,35,25700.00,2025-09-23,Approved
CLM000466,FAC0040,2025-10,31,21900.00,2025-10-22,Approved
CLM000467,FAC0040,2025-11,21,10300.00,2025-11-20,Approved
CLM000468,FAC0040,2025-12,17,13300.00,2025-12-26,Approved
CLM000469,FAC0041,2025-01,11,3900.00,2025-01-20,Approved
CLM000470,FAC0041,2025-02,30,21800.00,2025-02-27,Approved
CLM000471,FAC0041,2025-03,38,26200.00,2025-03-25,Approved
CLM000472,FAC0041,2025-04,18,7800.00,2025-04-26,Approved
CLM000473,FAC0041,2025-05,35,29500.00,2025-05-20,Approved
CLM000474,FAC0041,2025-06,36,30000.00,2025-06-22,Approved
CLM000475,FAC0041,2025-07,26,19400.00,2025-07-20,Approved
CLM000476,FAC0041,2025-08,24,17200.00,2025-08-26,Approved
CLM000477,FAC0041,2025-09,30,20000.00,2025-09-24,Approved
CLM000478,FAC0041,2025-10,29,14300.00,2025-10-22,Approved
CLM000479,FAC0041,2025-11,30,19400.00,2025-11-28,Approved
CLM000480,FAC0041,2025-12,37,25100.00,2025-12-26,Approved
CLM000481,FAC0042,2025-01,25,22700.00,2025-01-25,Approved
CLM000482,FAC0042,2025-02,29,18700.00,2025-02-26,Approved
CLM000483,FAC0042,2025-03,26,19800.00,2025-03-20,Approved
CLM000484,FAC0042,2025-04,16,14600.00,2025-04-25,Approved
CLM000485,FAC0042,2025-05,34,21400.00,2025-05-27,Approved
CLM000486,FAC0042,2025-06,30,17000.00,2025-06-27,Approved
CLM000487,FAC0042,2025-07,44,24600.00,2025-07-26,Pending
CLM000488,FAC0042,2025-08,39,24300.00,2025-08-24,Approved
CLM000489,FAC0042,2025-09,42,22200.00,2025-09-28,Approved
CLM000490,FAC0042,2025-10,50,50000.00,2025-10-25,Approved
CLM000491,FAC0042,2025-11,41,21900.00,2025-11-21,Approved
CLM000492,FAC0042,2025-12,29,25700.00,2025-12-28,Approved
CLM000493,FAC0043,2025-01,26,13800.00,2025-01-26,Approved
CLM000494,FAC0043,2025-02,31,20900.00,2025-02-26,Approved
CLM000495,FAC0043,2025-03,50,35200.00,2025-03-25,Approved
CLM000496,FAC0043,2025-04,29,17500.00,2025-04-22,Approved
CLM000497,FAC0043,2025-05,39,23100.00,2025-05-20,Pending
CLM000498,FAC0043,2025-06,27,13700.00,2025-06-25,Approved
CLM000499,FAC0043,2025-07,60,53000.00,2025-07-28,Approved
CLM000500,FAC0043,2025-08,26,18200.00,2025-08-24,Approved
CLM000501,FAC0043,2025-09,45,44900.00,2025-09-26,Approved
CLM000502,FAC0043,2025-10,40,27400.00,2025-10-24,Pending
CLM000503,FAC0043,2025-11,45,26500.00,2025-11-20,Approved
CLM000504,FAC0043,2025-12,34,27400.00,2025-12-23,Pending
CLM000505,FAC0044,2025-01,63,28100.00,2025-01-21,Approved
CLM000506,FAC0044,2025-02,36,28800.00,2025-02-20,Pending
CLM000507,FAC0044,2025-03,41,17700.00,2025-03-28,Approved
CLM000508,FAC0044,2025-04,23,16100.00,2025-04-26,Pending
CLM000509,FAC0044,2025-05,45,26100.00,2025-05-22,Approved
CLM000510,FAC0044,2025-06,29,18100.00,2025-06-24,Approved
CLM000511,FAC0044,2025-07,54,40600.00,2025-07-24,Approved
CLM000512,FAC0044,2025-08,30,26200.00,2025-08-28,Approved
CLM000513,FAC0044,2025-09,53,37100.00,2025-09-24,Approved
CLM000514,FAC0044,2025-10,52,36800.00,2025-10-26,Approved
CLM000515,FAC0044,2025-11,42,24000.00,2025-11-22,Approved
CLM000516,FAC0044,2025-12,38,27000.00,2025-12-25,Approved
CLM000517,FAC0045,2025-01,18,13800.00,2025-01-24,Approved
CLM000518,FAC0045,2025-02,24,18800.00,2025-02-28,Rejected
CLM000519,FAC0045,2025-03,46,37600.00,2025-03-28,Approved
CLM000520,FAC0045,2025-04,37,34900.00,2025-04-28,Approved
CLM000521,FAC0045,2025-05,38,23400.00,2025-05-21,Rejected
CLM000522,FAC0045,2025-06,38,34200.00,2025-06-20,Approved
CLM000523,FAC0045,2025-07,56,44800.00,2025-07-22,Approved
CLM000524,FAC0045,2025-08,29,19700.00,2025-08-22,Approved
CLM000525,FAC0045,2025-09,9,3300.00,2025-09-21,Approved
CLM000526,FAC0045,2025-10,57,55500.00,2025-10-23,Approved
CLM000527,FAC0045,2025-11,47,22700.00,2025-11-28,Approved
CLM000528,FAC0045,2025-12,40,29400.00,2025-12-28,Approved
CLM000529,FAC0046,2025-01,17,14100.00,2025-01-28,Rejected
CLM000530,FAC0046,2025-02,21,17300.00,2025-02-21,Approved
CLM000531,FAC0046,2025-03,12,10200.00,2025-03-27,Approved
CLM000532,FAC0046,2025-04,26,15400.00,2025-04-23,Approved
CLM000533,FAC0046,2025-05,17,5900.00,2025-05-27,Approved
CLM000534,FAC0046,2025-06,16,8000.00,2025-06-27,Approved
CLM000535,FAC0046,2025-07,8,6400.00,2025-07-26,Approved
CLM000536,FAC0046,2025-08,12,9800.00,2025-08-23,Approved
CLM000537,FAC0046,2025-09,21,15500.00,2025-09-26,Approved
CLM000538,FAC0046,2025-10,21,16300.00,2025-10-21,Approved
CLM000539,FAC0046,2025-11,30,24200.00,2025-11-21,Approved
CLM000540,FAC0046,2025-12,16,8000.00,2025-12-21,Approved
CLM000541,FAC0047,2025-01,22,16200.00,2025-01-24,Approved
CLM000542,FAC0047,2025-02,12,10000.00,2025-02-27,Approved
CLM000543,FAC0047,2025-03,6,4200.00,2025-03-22,Approved
CLM000544,FAC0047,2025-04,12,8800.00,2025-04-23,Approved
CLM000545,FAC0047,2025-05,15,10300.00,2025-05-27,Approved
CLM000546,FAC0047,2025-06,13,8300.00,2025-06-28,Pending
CLM000547,FAC0047,2025-07,25,18700.00,2025-07-22,Approved
CLM000548,FAC0047,2025-08,13,7900.00,2025-08-27,Approved
CLM000549,FAC0047,2025-09,19,9900.00,2025-09-28,Approved
CLM000550,FAC0047,2025-10,23,23500.00,2025-10-28,Approved
CLM000551,FAC0047,2025-11,14,9200.00,2025-11-22,Approved
CLM000552,FAC0047,2025-12,26,17000.00,2025-12-22,Pending
CLM000553,FAC0048,2025-01,20,16800.00,2025-01-26,Approved
CLM000554,FAC0048,2025-02,20,16200.00,2025-02-25,Approved
CLM000555,FAC0048,2025-03,13,9300.00,2025-03-25,Approved
CLM000556,FAC0048,2025-04,15,8300.00,2025-04-28,Approved
CLM000557,FAC0048,2025-05,15,12700.00,2025-05-20,Approved
CLM000558,FAC0048,2025-06,24,15200.00,2025-06-23,Approved
CLM000559,FAC0048,2025-07,23,13700.00,2025-07-23,Approved
CLM000560,FAC0048,2025-08,12,8800.00,2025-08-20,Approved
CLM000561,FAC0048,2025-09,8,6200.00,2025-09-28,Approved
CLM000562,FAC0048,2025-10,16,11600.00,2025-10-20,Approved
CLM000563,FAC0048,2025-11,24,12000.00,2025-11-21,Approved
CLM000564,FAC0048,2025-12,17,11700.00,2025-12-28,Rejected
CLM000565,FAC0049,2025-01,46,25200.00,2025-01-27,Approved
CLM000566,FAC0049,2025-02,31,22100.00,2025-02-27,Approved
CLM000567,FAC0049,2025-03,26,18000.00,2025-03-22,Approved
CLM000568,FAC0049,2025-04,55,53300.00,2025-04-24,Approved
CLM000569,FAC0049,2025-05,26,16600.00,2025-05-27,Approved
CLM000570,FAC0049,2025-06,35,24300.00,2025-06-23,Approved
CLM000571,FAC0049,2025-07,16,13000.00,2025-07-21,Approved
CLM000572,FAC0049,2025-08,52,34200.00,2025-08-24,Approved
CLM000573,FAC0049,2025-09,19,16100.00,2025-09-25,Approved
CLM000574,FAC0049,2025-10,26,19200.00,2025-10-27,Approved
CLM000575,FAC0049,2025-11,20,18800.00,2025-11-20,Approved
CLM000576,FAC0049,2025-12,32,16400.00,2025-12-23,Approved
CLM000577,FAC0050,2025-01,28,20000.00,2025-01-24,Approved
CLM000578,FAC0050,2025-02,18,10000.00,2025-02-25,Approved
CLM000579,FAC0050,2025-03,19,6900.00,2025-03-23,Approved
CLM000580,FAC0050,2025-04,25,20300.00,2025-04-26,Approved
CLM000581,FAC0050,2025-05,26,14600.00,2025-05-27,Approved
CLM000582,FAC0050,2025-06,15,12500.00,2025-06-24,Approved
CLM000583,FAC0050,2025-07,12,5200.00,2025-07-28,Approved
CLM000584,FAC0050,2025-08,24,25600.00,2025-08-24,Approved
CLM000585,FAC0050,2025-09,13,11300.00,2025-09-20,Approved
CLM000586,FAC0050,2025-10,27,20500.00,2025-10-23,Approved
CLM000587,FAC0050,2025-11,29,16900.00,2025-11-24,Approved
CLM000588,FAC0050,2025-12,31,29100.00,2025-12-28,Approved
CLM000589,FAC0051,2025-01,16,13400.00,2025-01-25,Approved
CLM000590,FAC0051,2025-02,12,8000.00,2025-02-21,Approved
CLM000591,FAC0051,2025-03,13,11500.00,2025-03-22,Approved
CLM000592,FAC0051,2025-04,24,14000.00,2025-04-21,Approved
CLM000593,FAC0051,2025-05,12,7200.00,2025-05-28,Approved
CLM000594,FAC0051,2025-06,25,17500.00,2025-06-20,Approved
CLM000595,FAC0051,2025-07,16,12200.00,2025-07-21,Approved
CLM000596,FAC0051,2025-08,16,13800.00,2025-08-27,Approved
CLM000597,FAC0051,2025-09,16,10000.00,2025-09-28,Approved
CLM000598,FAC0051,2025-10,14,13000.00,2025-10-23,Approved
CLM000599,FAC0051,2025-11,21,15100.00,2025-11-21,Approved
CLM000600,FAC0051,2025-12,12,8400.00,2025-12-23,Approved
CLM000601,FAC0052,2025-01,48,39200.00,2025-01-25,Approved
CLM000602,FAC0052,2025-02,22,12200.00,2025-02-25,Approved
CLM000603,FAC0052,2025-03,37,20500.00,2025-03-21,Rejected
CLM000604,FAC0052,2025-04,28,17200.00,2025-04-24,Approved
CLM000605,FAC0052,2025-05,53,39700.00,2025-05-23,Approved
CLM000606,FAC0052,2025-06,38,22000.00,2025-06-25,Approved
CLM000607,FAC0052,2025-07,26,15600.00,2025-07-26,Approved
CLM000608,FAC0052,2025-08,61,44300.00,2025-08-22,Approved
CLM000609,FAC0052,2025-09,40,18800.00,2025-09-21,Pending
CLM000610,FAC0052,2025-10,10,7800.00,2025-10-21,Approved
CLM000611,FAC0052,2025-11,37,30900.00,2025-11-21,Pending
CLM000612,FAC0052,2025-12,29,18900.00,2025-12-26,Approved
CLM000613,FAC0003,2025-07,83,41900.00,2025-07-28,Approved
